GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000057440	si:dkey-228d14.5	0.5	0.5	0	0.5	0	0.5	0	0.5	2	2	2	0.6	0.2	0.4	0.4	0.4	0.4	0.9
ENSDARG00000057452	ston2	4	4	4	2	3	9	3	8	12	11	12	8	7	10	17	14	11	1
ENSDARG00000057456	ppp3ccb	15	29	12	3	3	6	3	15	19	16	19	18	15	20	12	8	16	1
ENSDARG00000057460	crygm2d13	0	0	0	0	0	0	0	437	693	851	818	28	104	0.5	0	0	0	0
ENSDARG00000057465	gfpt1	8	9	6	9	23	34	25	10	10	8	13	12	9	12	22	8	11	9
ENSDARG00000057468	kcnc2	7	7	5	4	1	0	0.3	0.5	2	2	2	0	0.2	0	0	0	0	1
ENSDARG00000057477	lrrc28	1	0.7	0.8	0.2	2	2	2	2	2	2	2	1	1	1	2	1	2	0.5
ENSDARG00000057481	RNF157	0	0	2	0	2	0.8	1	5	8	8	8	2	2	2	0.7	1	1	0
ENSDARG00000057484	srsf2a	122	132	203	221	339	355	345	74	55	51	57	107	112	142	263	222	182	221
ENSDARG00000057491	n4bp1	37	41	22	6	9	8	10	4	4	4	5	4	5	4	5	4	4	3
ENSDARG00000057497	stk35l	51	57	78	98	34	19	19	10	8	8	8	7	8	9	12	14	13	118
ENSDARG00000057498	habp2	0	0	0	0	0	0	0	2	6	7	2	1	0	0.6	0	0	0	0
ENSDARG00000057504	si:dkey-202g17.3	0	0	0	0	0	0	0	4	5	4	6	2	4	1	0	0	0	0
ENSDARG00000057513	mdm4	48	42	7	31	5	7	5	14	15	15	14	16	18	15	16	18	20	22
ENSDARG00000057519	pcdh1g9	0	0	0	0	0	0	0	1	2	2	2	0.2	0.5	0.4	0	0	0.1	0
ENSDARG00000057527	mef2ab	1	2	1	0.3	0.6	0	0	0.7	4	4	5	0.5	0.5	0.5	0.4	0.4	0.2	0
ENSDARG00000057529	itpa	15	14	7	16	7	2	4	15	8	7	12	15	17	21	14	19	22	16
ENSDARG00000057531	pgap3	18	15	24	15	37	20	29	0.9	2	2	2	2	0.9	1	4	0.9	1	12
ENSDARG00000057556	rpl17	27	35	50	73	124	218	139	511	400	451	392	588	520	533	444	674	604	67
ENSDARG00000057562	polr3c	29	25	17	9	10	11	9	3	4	4	3	6	4	7	14	10	9	1
ENSDARG00000057568	nefla	0.5	0.4	0.7	0.3	0.3	0	0.3	2	5	6	4	0.8	1	0.2	0.3	0.2	0.3	1
ENSDARG00000057571	pgam2	0	0	0	0	0	0	0	149	101	87	134	120	172	42	0	0.7	10	0
ENSDARG00000057575	pnp4a	0	0.3	8	0	76	22	63	20	18	12	29	7	13	6	0	0	0.5	0
ENSDARG00000057577	mbtps2	13	14	14	6	6	6	6	7	7	7	6	6	9	7	10	10	9	2
ENSDARG00000057583	prrc2c	14	10	11	4	20	27	24	11	9	7	9	15	17	18	22	19	19	2
ENSDARG00000057586	sall3b	0	0	1	0	5	2	4	7	4	3	4	5	7	3	2	2	3	0
ENSDARG00000057590	si:ch1073-396h14.1	1	0.9	0.2	0.4	0.3	0	0	3	1	1	1	3	2	2	0.2	0.4	0.9	0.3
ENSDARG00000057598	s100b	0	0	0	0	0	1	0.5	5	12	10	14	2	2	0.8	0.7	2	1	0
ENSDARG00000057606	arl4ca	0	0	0	0	0	0	0	6	11	12	9	4	3	4	0.4	1	3	0
ENSDARG00000057610	cdkn2c	0.4	0	0	0	0	0.5	0	2	2	1	1	1	1	1	0.8	0.9	1	0
ENSDARG00000057620	nitr3b	0.7	1	0.7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSDARG00000057624	cops5	27	24	14	12	11	15	10	24	21	14	24	26	29	31	30	28	31	6
ENSDARG00000057625	dusp14	0	0.4	0	0	0	0	0	2	5	5	6	0.8	1	1	4	2	3	0
ENSDARG00000057626	josd2	20	21	7	21	4	7	3	10	13	13	12	7	8	10	10	11	12	24
ENSDARG00000057630	galm	4	4	4	2	5	3	4	4	8	6	5	7	2	7	2	3	5	0
ENSDARG00000057632	ppp1r42	4	5	1	1	0.2	0	0	0	0.5	0.6	0.3	0.5	0.6	0.6	0.2	1	1	1
ENSDARG00000057633	cxcr4a	2	3	77	0.5	93	47	70	4	1	1	2	7	5	11	14	14	10	0.5
ENSDARG00000057635	wdr34	3	3	4	0.8	2	2	2	3	1	1	2	3	4	3	2	3	4	0.4
ENSDARG00000057644	adam8b	0.2	0.5	1	1	0.2	0	0.1	0.7	1	1	1	0.6	0.5	0.6	0.3	0.1	0.4	0.5
ENSDARG00000057648	dnttip2	87	85	88	47	101	94	104	9	10	13	11	18	17	30	81	50	47	31
ENSDARG00000057649	satb1a	5	4	3	4	7	1	5	5	3	3	3	2	3	2	1	1	1	2
ENSDARG00000057652	dbpb	3	4	2	2	0.3	0.2	0.3	0.6	13	18	9	0.5	0.7	0.8	0.7	0.9	0.7	2
ENSDARG00000057660	dhx57	14	11	5	3	2	2	1	3	3	2	3	4	5	4	7	4	5	2
ENSDARG00000057661	aldoca	0	0	0	0	0	0	0	0	6	7	5	0	0	0	0	0	0	0
ENSDARG00000057665	sprn2	0	0	0	0	0	0	0	2	6	9	5	0.8	0.8	0	0	0	0	0
ENSDARG00000057669	SLC9A3R2 (1 of many)	0	0	0	0	0	0.8	0	1	7	8	5	0	0	0.9	1	0.7	0.8	0
ENSDARG00000057671	epas1b	3	2	2	1	0.6	0.3	0.2	2	10	10	6	1	2	1	0.2	0.2	0.6	0.4
ENSDARG00000057672	plpp5	62	43	17	96	5	5	4	14	13	9	16	15	17	16	18	18	18	121
ENSDARG00000057676	golga7	64	65	54	114	72	30	42	27	23	20	27	27	28	30	37	34	31	126
ENSDARG00000057677	neu4	0	0	0	0	0	0	0	0.3	0	0	0	0.1	0	0.4	0	0	0.3	0
ENSDARG00000057678	sfrp1b	0	0	0	0	0	0.5	0	3	4	3	4	0.9	2	0.8	0.8	0.5	0.5	0
ENSDARG00000057679	sh2b1	14	9	6	18	6	8	7	10	13	13	11	9	13	9	10	10	11	14
ENSDARG00000057680	foxj2	6	8	3	0.7	0.4	0.4	0.1	3	5	6	4	2	2	2	1	1	2	0.4
ENSDARG00000057681	si:ch211-266o15.1	37	34	22	13	16	32	26	12	8	8	8	15	15	15	20	16	18	9
ENSDARG00000057683	mcm6	0.2	0.9	6	0.1	25	53	35	27	17	13	17	64	47	93	108	85	90	0
ENSDARG00000057687	sbk3	0	0	0	0	0	0	0	2	2	3	5	0.7	2	0	0	0	0	0
ENSDARG00000057688	ical1	30	33	26	14	10	5	4	4	6	5	5	4	3	4	4	3	3	10
ENSDARG00000057691	srsf1a	206	207	303	357	446	457	456	100	56	45	67	146	150	171	295	233	213	459
ENSDARG00000057698	ctsd	135	124	128	139	112	77	98	103	95	89	87	141	82	156	64	79	81	153
ENSDARG00000057699	styx	46	48	34	77	24	24	23	10	7	6	8	12	15	15	31	27	21	77
ENSDARG00000057706	si:ch211-137i24.10	0	0	0	0	0	0	0	2	24	17	17	0	0	0	0	0	0	0
ENSDARG00000057707	zgc:66443	105	110	64	51	26	17	19	4	3	3	3	6	5	6	11	9	8	47
ENSDARG00000057708	PHTF1	16	32	17	15	5	6	5	9	11	10	9	10	7	10	10	9	11	11
ENSDARG00000057714	cmah	0	0	0	0	0.4	0	0	6	22	20	14	7	4	7	2	5	7	0
ENSDARG00000057719	atl2	67	64	26	82	5	7	4	9	14	10	11	11	12	10	13	10	11	78
ENSDARG00000057728	slc17a8	0	0	0	0	0	0	0	0.5	2	1	1	0	0	0	0	0	0	0
ENSDARG00000057729	ephb6	4	4	3	1	1	0.5	0.7	3	2	3	3	1	3	1	0.1	0.5	1	0.3
ENSDARG00000057736	ano10a	17	16	19	8	9	2	3	12	13	10	13	13	9	12	4	4	7	3
ENSDARG00000057737	rxraa	0.2	0.1	0	0	0	0	0	4	9	9	7	4	4	6	2	5	7	0
ENSDARG00000057738	hells	41	36	12	52	13	26	16	12	7	5	8	28	21	39	50	47	48	57
ENSDARG00000057741	nr1h4	0.4	0.3	0	0.7	0	0	0	0.4	4	4	3	0	0	0	0	0	0	0.8
ENSDARG00000057743	si:dkey-10f21.4	8	7	2	12	0.4	0	0.3	2	1	1	2	2	2	2	0	0	0.2	12
ENSDARG00000057751	zbtb47a	0.9	1	0.4	0.6	0	0	0	0.6	0.7	0.6	1	0	0	0	0	0	0	0.2
ENSDARG00000057767	nudt4a	16	17	22	11	11	4	5	10	17	18	13	7	8	5	6	3	5	7
ENSDARG00000057769	pimr55	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.2	0	0	0.6	0
ENSDARG00000057772	march7	19	15	5	10	3	7	6	7	7	8	7	7	8	8	10	9	8	11
ENSDARG00000057782	baz2ba	11	9	5	5	2	13	4	26	14	15	15	19	29	16	15	16	17	3
ENSDARG00000057787	itgae.2	0	0	0	0	0	0	0	0	0.5	0.4	0.1	0	0	0	0	0	0	0
ENSDARG00000057789	lyz	0	0	0	0	0	0	0	98	41	49	37	45	42	10	0	0.6	1	0
ENSDARG00000057790	ankrd6a	0	0	0	0	0	7	2	0	3	3	3	0	0	0.1	0	0	0	0
ENSDARG00000057792	cx52.7	0	0	0	0	0	0	0	0	0.4	0.4	0.4	0	0	0	0	0	0	0
ENSDARG00000057805	mrpl28	58	53	34	102	26	25	26	24	26	21	28	32	34	32	34	34	39	106
ENSDARG00000057826	si:ch73-61d6.3	1	1	0.7	0	0.6	0.3	0.6	4	8	10	6	3	3	3	1	2	3	0
ENSDARG00000057830	dnmt3bb.2	23	26	30	8	64	86	87	4	1	0.9	2	11	8	17	45	28	22	7
ENSDARG00000057833	gulp1b	0	0	0	0.4	0	0	0	2	2	2	1	3	2	2	0.6	1	3	0.5
ENSDARG00000057853	atp6v0ca	68	76	73	21	94	120	100	173	196	158	215	197	183	209	169	178	197	21
ENSDARG00000057854	sap18	95	111	152	125	225	202	223	44	24	19	33	54	59	63	137	131	97	83
ENSDARG00000057855	mrps31	23	30	17	13	8	12	8	18	17	15	21	21	22	26	28	28	28	7
ENSDARG00000057857	arfrp1	6	7	6	6	6	5	5	5	5	5	6	6	5	7	7	4	6	5
ENSDARG00000057859	hoxd10a	0	0	0	0	0	0	0	7	5	4	5	9	8	8	4	14	10	0
ENSDARG00000057863	dnmt3bb.3	18	16	7	11	5	6	5	1	1	0.7	0.9	3	3	4	8	6	6	9
ENSDARG00000057867	lasp1	52	55	15	23	9	21	12	62	57	52	66	69	52	64	34	42	52	13
ENSDARG00000057869	cdc42l2	0.5	0.7	0.4	0.6	0	0	0	1	1	1	1	1	0.6	0.8	0.7	1	1	0.5
ENSDARG00000057879	p3h3	0.3	0	0.3	1	1	5	4	8	4	2	6	10	6	11	9	8	9	0
ENSDARG00000057881	si:dkey-33c12.3	0.9	0	2	0.5	4	4	3	4	31	29	19	0.6	2	0.4	1	2	4	0
ENSDARG00000057882	arpc3	17	23	10	6	22	32	23	121	94	54	120	119	113	108	75	96	103	0.9
ENSDARG00000057884	zgc:114174	3	2	1	1	0.3	0.6	0.6	2	2	2	2	2	2	2	3	3	3	1
ENSDARG00000057886	BX901922.1	0	0	0	0	2	0.5	0.9	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000057887	nts	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSDARG00000057890	si:dkey-33c12.4	91	97	112	153	136	87	99	14	12	12	11	16	18	20	40	35	32	141
ENSDARG00000057899	zgc:114081	7	9	8	13	5	3	3	1	0.8	0.7	0.8	2	3	3	3	5	4	10
ENSDARG00000057903	si:ch211-266g18.10	3	1	0.7	4	0	0	0.1	22	25	25	23	17	18	6	0	0.1	2	4
ENSDARG00000057907	si:ch73-181d5.4	8	10	6	1	5	5	4	3	3	3	2	4	4	4	5	5	5	0.9
ENSDARG00000057910	mrps34	50	53	33	8	25	26	25	29	25	16	34	31	43	38	38	48	47	3
ENSDARG00000057911	ACTC1 (1 of many)	0	0	0	0	0	0	0	49	31	20	55	63	21	40	4	11	32	0.4
ENSDARG00000057912	eif1axb	42	61	54	28	71	87	70	68	62	52	68	85	92	102	120	124	118	19
ENSDARG00000057913	syt11a	1	4	1	2	0.4	0.1	0.1	11	27	27	25	8	11	5	0.4	2	3	2
ENSDARG00000057918	tsc1b	29	31	30	5	10	5	4	7	8	12	7	6	7	8	7	7	8	3
ENSDARG00000057921	ccdc136b	0	0.1	0	0	0	0	0	1	4	5	4	0.5	0.4	0.1	0	0	0	0
ENSDARG00000057927	rps6ka3b	3	6	4	3	1	0.2	0.4	2	3	3	2	1	1	1	0.9	1	2	2
ENSDARG00000057928	mzt2b	23	37	32	34	29	11	16	9	8	8	6	9	11	9	13	11	11	18
ENSDARG00000057929	naf1	32	29	13	41	16	27	19	6	5	5	5	9	11	16	31	34	30	14
ENSDARG00000057936	lhx5	0	0	2	0	20	34	46	34	11	12	14	11	22	8	8	7	8	0
ENSDARG00000057939	ythdf3	42	51	21	4	5	6	4	6	7	7	7	6	6	5	7	6	7	2
ENSDARG00000057940	dido1	19	19	21	11	31	26	30	10	10	9	9	12	14	14	21	16	15	10
ENSDARG00000057942	glt8d2	0	0	0	0	0	0	0	1	0.6	0.3	0.6	0.8	0.6	0.6	0	0	0	0
ENSDARG00000057949	slc43a3b	0	0	3	0	16	8	17	3	10	9	6	2	2	3	3	2	3	0
ENSDARG00000057973	dph1	35	37	22	19	5	1	2	4	4	5	5	7	6	9	8	10	11	14
ENSDARG00000057974	parp12b	8	10	8	2	6	8	7	7	7	6	5	7	6	6	10	8	7	2
ENSDARG00000057975	plcd4a	0	0	0.3	0	1	0.3	0.5	1	0.7	1	0.7	1	1	1	0.1	0.3	0.7	0
ENSDARG00000057983	svopl	16	16	13	16	65	21	48	8	5	4	6	10	5	12	10	9	10	18
ENSDARG00000057984	eps8l1	0	0	0	0	0	0.8	0	7	7	7	6	8	6	8	9	9	10	0
ENSDARG00000057986	ints8	12	14	3	25	1	5	3	8	6	5	6	10	12	13	13	12	13	23
ENSDARG00000057987	uba3	49	66	42	13	10	6	5	15	10	10	14	14	17	15	19	17	17	11
ENSDARG00000057992	fstb	0	0	0	0	0	0	0	3	7	8	5	4	1	6	0	0	2	0
ENSDARG00000057995	arl15b	13	15	13	6	4	3	3	10	10	10	9	8	8	6	5	4	7	4
ENSDARG00000057997	tmf1	27	27	27	13	9	7	5	7	9	8	9	7	8	7	8	8	8	11
ENSDARG00000058000	cep350	28	34	22	15	14	11	13	6	6	5	6	6	7	6	9	7	8	13
ENSDARG00000058003	wfdc1	0	0	0	0	0	0	0	14	16	13	18	12	17	9	0	1	4	0
ENSDARG00000058004	six2a	0	0.2	0	0	0	0	0	10	11	10	11	7	10	5	3	3	3	0
ENSDARG00000058005	hgd	0	0	0	0	0	0	0	5	30	50	17	2	3	0.6	0	0	0	0
ENSDARG00000058008	six3a	0.8	1	0	0.2	0.4	3	2	14	15	14	16	8	12	7	8	13	10	0
ENSDARG00000058011	arxa	0	0.4	0	0	0	0	0	9	7	6	8	11	12	13	2	10	13	0
ENSDARG00000058015	ano3	5	5	4	1	1	0	0.4	0.1	1	1	0.6	0.2	0.1	0	0	0	0.1	0.4
ENSDARG00000058020	fbxw9	3	3	2	1	0.5	0	0.4	2	3	3	2	0.8	2	1	1	1	1	0.8
ENSDARG00000058022	ormdl2	24	17	15	39	7	3	2	10	10	11	11	10	12	12	10	13	13	37
ENSDARG00000058030	hspa14	41	45	48	7	55	51	63	14	11	9	13	21	21	33	65	52	45	6
ENSDARG00000058032	si:dkey-6n6.2	0	0.4	0	0	0	0.6	0	4	8	9	6	6	3	8	5	3	5	0
ENSDARG00000058038	eml3	4	3	2	10	0.7	0.9	0.7	2	4	4	3	2	1	2	2	1	2	7
ENSDARG00000058039	bhlhe22	0	0	0	0	0	0	0	23	15	15	18	9	18	6	2	5	5	0
ENSDARG00000058041	ndufa8	29	29	19	54	28	44	36	75	92	70	100	71	76	61	53	54	61	64
ENSDARG00000058042	kitlgb	0	0	1	0	0	0	0	0.9	0.5	0.6	0.7	1	1	1	0	0.9	1	0
ENSDARG00000058044	rab1ba	39	41	45	44	28	21	13	40	46	37	48	36	35	38	25	23	33	48
ENSDARG00000058045	tlr21	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0
ENSDARG00000058047	pafah1b3	18	30	33	3	24	21	22	26	23	20	27	30	28	30	31	33	31	2
ENSDARG00000058048	ugt5e1	0	0	0	0	0	0	0	0.8	3	2	2	0.4	0.8	0.6	0.4	0.3	0.2	0
ENSDARG00000058050	smyd3	13	16	11	3	7	0.6	2	1	2	2	1	2	1	2	3	3	4	2
ENSDARG00000058053	serping1	0.6	0.6	0.5	0.3	0.3	0.3	0.3	6	7	5	4	6	1	7	0.7	0.9	0.9	0
ENSDARG00000058058	igf3	0	0	0	0	2	4	8	0	0	0	0	0	0	0	1	0.5	0	0
ENSDARG00000058062	magt1	14	15	13	4	10	8	8	17	18	15	18	21	17	22	23	23	23	1
ENSDARG00000058068	tnfsf10l4	15	18	3	28	0	0	0.3	0.7	2	2	1	0.7	0.8	0.8	0	0.3	0.6	36
ENSDARG00000058076	snf8	19	24	16	6	11	13	12	10	9	8	8	13	11	12	18	15	15	3
ENSDARG00000058079	txndc17	12	16	19	2	19	15	16	19	17	11	19	30	21	33	20	25	33	2
ENSDARG00000058082	birc7	0	0	0.7	0	0.8	0.7	0.7	4	8	11	10	1	0.9	0.8	0	0	0.3	0
ENSDARG00000058088	aifm1	61	51	29	97	28	22	23	24	30	23	31	33	35	36	25	29	31	79
ENSDARG00000058089	rprd2a	23	22	17	20	26	34	31	10	7	7	7	14	16	17	22	18	18	16
ENSDARG00000058090	cfap57	0	0	0	0	0	0	0	0.5	0.2	0.2	0.4	0.6	0.3	0.9	0	0.1	0.4	0
ENSDARG00000058094	ciarta	67	69	32	40	4	1	2	18	28	33	34	14	19	25	20	20	16	24
ENSDARG00000058100	b3gnt3	0	0	0.5	0	0	0.6	0.5	2	4	4	2	2	1	2	0.6	0.5	1	0
ENSDARG00000058102	sardh	14	14	8	28	5	3	4	17	12	10	13	27	8	24	1	0.7	3	34
ENSDARG00000058103	glra4b	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0.2	0	0
ENSDARG00000058105	rpl36a	24	38	54	93	168	248	164	762	600	658	588	809	837	756	613	1030	819	74
ENSDARG00000058108	EPS8L2	4	3	3	1	2	0.8	0.7	1	6	6	3	1	0.5	0.8	0.4	0.1	0.5	0.7
ENSDARG00000058114	impad1	16	18	14	2	5	6	3	11	10	9	12	14	12	17	12	18	17	1
ENSDARG00000058115	fgfr2	0	0	0.1	0	2	5	3	31	29	28	32	35	35	34	21	24	29	0
ENSDARG00000058117	snap25b	0	0	0.5	0	0	0	0	22	105	105	110	6	7	2	0	0.4	0.9	0
ENSDARG00000058127	hcfc2	23	16	26	14	41	33	42	4	2	2	2	5	6	7	14	11	10	13
ENSDARG00000058128	msna	76	75	81	131	97	95	99	65	45	33	54	101	102	96	72	86	96	135
ENSDARG00000058133	foxd2	0	0	0.1	0	0.7	1	0.8	9	9	7	9	10	10	10	8	8	9	0
ENSDARG00000058140	ttc25	0	0	0	0	0.4	0.4	0	1	0.9	0.5	0.5	1	1	2	1	2	2	0
ENSDARG00000058145	ATP7B	0	0	0	0.4	0	0	0	0.2	1	0.7	0.6	0	0	0	0	0	0	0.9
ENSDARG00000058147	dnajc5b	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
ENSDARG00000058148	dnajc7	65	73	69	23	50	28	29	31	30	25	33	32	37	38	42	41	44	17
ENSDARG00000058154	znf385c	8	9	4	5	1	0	0.2	8	11	11	16	2	5	2	0.1	0.7	1	3
ENSDARG00000058158	trim55b	1	2	2	2	1	0.5	0	7	7	9	7	6	7	5	0	0.4	2	3
ENSDARG00000058159	ipo8	8	7	5	6	2	6	4	12	8	7	9	8	13	8	8	7	8	2
ENSDARG00000058160	tnfaip2b	0.4	0.6	0	0	0	2	0.6	1	0.4	0.5	0.4	1	0.9	3	2	1	2	0
ENSDARG00000058162	pcyt1ba	2	3	2	2	0.5	0	0	3	3	3	3	1	3	0.9	0	0.5	0.9	1
ENSDARG00000058165	htr2ab	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0
ENSDARG00000058178	zdhhc20b	15	17	10	9	5	6	4	6	5	5	5	7	6	6	9	9	9	7
ENSDARG00000058179	ackr3b	0	1	30	0	16	40	20	33	22	19	26	33	32	36	38	44	45	0
ENSDARG00000058180	exoc3l4	9	11	8	4	2	0	0.2	0.3	1	1	1	0.1	0	0.4	0	0	0.2	2
ENSDARG00000058200	plcxd2	0	0	0.4	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0
ENSDARG00000058202	pex16	22	24	25	24	20	4	14	4	7	6	5	4	5	5	4	6	5	19
ENSDARG00000058203	smc1al	57	52	50	74	67	95	89	38	25	21	25	55	55	65	72	62	65	64
ENSDARG00000058206	si:ch211-153b23.5	0	0	0	0	0	1	0.3	11	15	7	20	4	4	5	28	12	6	0
ENSDARG00000058207	abi2a	21	18	29	35	30	21	22	6	8	8	7	7	9	11	20	17	14	18
ENSDARG00000058208	slc25a26	11	9	10	12	8	1	4	7	7	8	7	10	8	11	6	10	10	16
ENSDARG00000058212	ndnl2	24	29	25	17	18	21	19	7	5	4	5	9	10	11	15	14	12	17
ENSDARG00000058218	fam151a	0	0	0	0	0	0	0	0	3	3	0.8	0	0	0	0.1	0	0	0
ENSDARG00000058219	tubd1	3	2	1	1	0.6	1	0.5	0.7	1	0.5	1	1	2	1	2	2	2	0.8
ENSDARG00000058220	tada3l	10	10	10	5	10	18	14	18	11	11	14	16	20	19	22	21	20	4
ENSDARG00000058221	ugcg	29	32	13	22	12	7	6	6	7	4	8	5	5	5	6	4	5	17
ENSDARG00000058222	mpp4a	0	0	0	0	0	0	0	0.5	8	9	4	0.2	0	0	0	0	0	0
ENSDARG00000058225	arpc4l	19	16	19	7	16	23	15	42	24	17	36	25	26	30	33	58	56	6
ENSDARG00000058226	ak3	0.7	0.7	36	1	190	168	190	11	23	15	17	16	10	21	68	35	27	0.4
ENSDARG00000058229	acot11a	3	3	2	2	0.4	0	0	2	4	4	2	1	0.9	2	0.4	1	1	1
ENSDARG00000058230	rps6kb1b	73	83	98	36	82	72	75	29	22	23	26	34	37	39	62	51	48	36
ENSDARG00000058231	nt5c2b	0	0	0.5	0	7	20	11	13	18	17	16	11	14	10	8	5	8	0
ENSDARG00000058232	fbrsl1	3	2	0.6	1	0.2	0.4	0.3	22	16	16	19	14	23	13	8	13	12	0.1
ENSDARG00000058237	ssbp3a	21	21	18	21	9	0.9	4	3	4	4	4	4	3	5	5	5	7	25
ENSDARG00000058243	phactr3a	0.3	0.3	0.1	1	7	14	10	8	8	7	10	2	4	2	4	2	2	2
ENSDARG00000058244	il17ra1a	0.4	0.8	0.5	0.3	0.5	1	0.9	0.9	2	2	2	1	0.6	1	2	1	1	0.5
ENSDARG00000058246	cysltr1	0	0	0	0	0	0	0	0.5	0.6	0.6	0	0	0.2	0	0.2	0.5	0.4	0
ENSDARG00000058248	si:dkeyp-77h1.4	0.6	0.7	0.5	0.4	0.2	0	0	0.7	3	2	2	0.4	0.8	0.1	0	0.2	0.2	0.3
ENSDARG00000058252	adamts15b	0	0	0	0	0	0	0	0	0.7	0.6	0.4	0	0	0	0	0	0	0
ENSDARG00000058254	si:ch211-213d14.1	2	2	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
ENSDARG00000058256	draxin	0	0	0	0	0	0.2	0	4	2	2	2	4	5	4	7	5	5	0
ENSDARG00000058257	slc39a1	18	14	14	21	35	54	53	3	4	4	4	3	2	4	5	2	3	24
ENSDARG00000058259	celsr1b	0.5	0.5	0.2	0.1	0	1	0.2	3	2	2	1	5	7	4	3	3	4	0
ENSDARG00000058260	zgc:174160	13	7	3	17	7	14	11	3	2	1	2	6	5	7	9	8	7	17
ENSDARG00000058267	glmna	12	13	15	4	11	3	5	6	4	4	5	7	7	8	11	11	11	1
ENSDARG00000058270	COLGALT1 (1 of many)	0	0	0.9	0	1	8	3	6	5	4	7	9	7	11	12	9	12	0
ENSDARG00000058280	si:dkey-208b23.5	0	0	0.1	0	0.4	0.9	0.6	0.1	0	0	0	0.3	0.2	0.3	0.4	0.2	0.3	0
ENSDARG00000058284	CT990561.1	0	0	0	0.5	0	0	0	1	1	0.8	0.9	0.5	0.8	0.4	0	0.1	0	0
ENSDARG00000058285	cpt1b	0	0	0	0	0	0	0	4	9	7	10	1	2	0.6	0	0	0	0
ENSDARG00000058287	gpalpp1	21	19	23	8	26	25	30	13	11	10	13	15	15	15	21	20	19	5
ENSDARG00000058292	sephs1	48	47	66	76	93	107	116	29	12	7	19	45	41	56	79	74	64	87
ENSDARG00000058297	timm13	66	69	80	97	58	30	42	37	32	19	45	45	51	53	64	65	67	77
ENSDARG00000058302	sh3bgrl	0	0	0.6	0	3	10	5	16	18	16	19	20	19	23	18	20	24	0
ENSDARG00000058306	prpf18	38	43	24	19	24	26	30	12	12	11	13	14	14	15	23	20	20	24
ENSDARG00000058318	c1qtnf9	0	0	0	0	0	0	0	3	4	4	4	3	1	3	0	0	0.6	0
ENSDARG00000058319	cep76	4	3	2	2	1	3	2	2	2	1	2	3	3	3	4	3	3	1
ENSDARG00000058322	enc3	11	9	3	5	2	4	3	11	8	9	7	10	14	8	13	11	9	3
ENSDARG00000058323	tmbim1	28	28	23	20	23	5	13	4	7	6	6	4	3	4	4	4	5	19
ENSDARG00000058325	casp8	19	24	16	13	5	2	3	2	4	2	3	4	3	3	9	2	3	16
ENSDARG00000058327	neu3.3	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.3	9	6	1	0.3	0.5	0.4	0.6	0.5	0.4	0.1
ENSDARG00000058328	lsm7	26	31	35	24	63	90	61	64	38	30	48	78	95	79	123	122	110	14
ENSDARG00000058329	si:ch211-247l8.10	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000058332	KRT18 (1 of many)	0	0	0	0	0	0	0	0	10	7	5	0	0	0	0	0	0	0
ENSDARG00000058336	SLC25A22 (1 of many)	0	0	0	0	0	0	0	0	0.5	0.3	0.5	0	0	0	0	0	0	0
ENSDARG00000058341	casp8l1	2	3	0.8	0.8	0.7	0.7	0.3	0	0	0	0	0	0	0	0.8	0.8	0.3	0.7
ENSDARG00000058342	grhl2a	8	5	3	7	31	8	18	3	4	4	3	3	4	4	4	3	4	7
ENSDARG00000058345	si:dkey-5i3.5	7	10	2	10	0.6	0.7	0.6	3	4	4	4	4	4	2	2	1	3	6
ENSDARG00000058346	sass6	39	34	13	73	10	8	8	2	1	0.8	1	4	4	5	6	5	6	39
ENSDARG00000058348	scinlb	1	0.9	0.9	1	8	25	19	11	15	13	12	12	9	12	13	4	9	1
ENSDARG00000058349	polr2l	26	37	41	52	75	78	73	41	26	20	35	46	46	52	76	89	58	62
ENSDARG00000058351	tapbpl	0	0	0	0	0	0	0	0	0.4	0.5	0	0	0.5	0	0	0.5	0.4	0
ENSDARG00000058352	acot9.1	16	17	11	17	4	1	1	6	6	5	5	5	6	6	5	5	7	12
ENSDARG00000058354	selt1a	66	61	54	51	50	41	37	33	37	29	46	29	30	30	27	30	30	44
ENSDARG00000058357	ankrd33ba	0	0	0	0	0	0	0	0.5	4	5	3	0.3	0	0	0.5	0	0	0
