Ensembl gene id	gene_name	log2FoldChange NoxO1-CTR/NoxO1-STZ	log2FoldChange NoxO1-CTR/WT-CTR	log2FoldChange NoxO1-p47-CTR/WT-CTR	log2FoldChange NoxO1-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/WT-STZ	log2FoldChange WT-CTR/WT-STZ	log2FoldChange p47-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/NoxO1-p47-CTR
ENSMUSG00000097000	Gm17435	-0.114629073	0.408148053	0.114369028	0.446865168	0.072015372	-0.113342462	1.116001306	0.060947907
ENSMUSG00000085028	Slc2a4rg-ps	-0.036537177	-0.286690331	0.109546856	0.028567906	0.170287801	0.280433836	0.196651024	-0.220274946
ENSMUSG00000085024	C230035I16Rik	-0.079934755	0.727598063	0.560659647	-0.143211717	0.052282039	-0.974478018	-0.402381308	0.446752143
ENSMUSG00000085022	Gm5860	-0.011371538	-0.433800414	0.165029637	0.119541099	-0.397453604	0.5479283	-0.260172016	-1.102309913
ENSMUSG00000061068	Mcpt4	-0.088536123	-0.236280286	0.604739685	-1.037591115	-0.123700662	-0.889543186	0.217018516	0.158956254
ENSMUSG00000061062	Gm10093	0.134686816	-0.024311373	-0.054210688	0.107879787	-0.04694024	0.26548076	0.031998239	-0.260315791
ENSMUSG00000085012	Gm15492	0.411063537	1.08580783	0.336728153	0.097690409	0.021215656	-0.658863041	-1.015845685	0.28854412
ENSMUSG00000085009	Gm12977	-0.102879674	0.535941453	0.548733333	1.062609624	0.871501753	0.369898545	1.233600561	-0.060989733
ENSMUSG00000061048	Cdh3	0.566178914	0.427392483	-0.366876311	0.598528679	0.624372808	0.738889338	-0.029696136	0.250941349
ENSMUSG00000061046	Haghl	0.212770509	-0.081141683	0.212212489	-0.355469798	0.51565904	-0.042536519	0.120297906	0.328171017
ENSMUSG00000073016	Uprt	0.231986658	-0.568258435	0.340026476	-1.079575258	-0.432227993	-0.228835556	-0.75208911	-0.535478733
ENSMUSG00000061039	Olfr920	-1.616049455	-0.564396066	-0.390903623	0.784067225	0.451700946	-0.305026341	-0.431610543	1.124876299
ENSMUSG00000061032	Rrp1	-0.042709278	0.015289316	0.081691117	0.027007772	-0.00297638	-0.033086828	-0.096313389	-0.053917363
ENSMUSG00000073002	Vamp5	-0.025233959	-0.024640533	-0.036661596	0.073375387	0.066320492	0.071171108	0.077880893	0.029753979
ENSMUSG00000073000	Gm10451	0.022656061	0.050769922	0.080439405	0.526522458	1.118122452	0.498229667	0.335559842	0.525265125
ENSMUSG00000061028	Clasrp	-0.265011116	-0.513460045	-0.318227862	-0.098432954	-0.392639467	0.149182682	0.095145014	-0.225382494
ENSMUSG00000061024	Rrs1	-0.17529175	-0.068698164	-0.046368659	0.093420163	0.424982396	-0.014432179	0.157204671	0.483216513
ENSMUSG00000061013	Mkx	0.404931748	0.177807557	-0.243689402	0.093886263	1.038467255	0.332408955	-0.064026631	0.929482611
ENSMUSG00000088956	Gm24945	-0.493001834	-0.320717739	0.852967536	0.105267208	-0.27932447	-0.075521735	-0.216715907	-1.048630611
ENSMUSG00000108199	Gm44249	-0.066150355	0.020949716	0.288603974	0.058553493	0.276300125	-0.036847368	-0.170803693	0.010471575
ENSMUSG00000108195	Gm44415	-0.126100126	0.549174565	0.972029068	-0.220407122	-1.373438063	-0.956432604	-0.308212851	-1.358738892
ENSMUSG00000108185	Gm19653	-0.657935829	-0.327398225	-0.88197903	0.608323088	-0.180013908	0.251558521	-0.137635894	0.457976958
ENSMUSG00000108181	C030015A19Rik	0.500328771	-0.60625778	-0.17090569	-0.734338261	-0.503130576	0.395012293	0.1187658	-0.718243584
ENSMUSG00000110499	RP24-219A21.3	-0.663827944	-0.515759021	0.414744498	0.706127392	0.027523459	0.552888319	-0.041238116	-0.915903134
ENSMUSG00000052997	Uba2	-0.008036083	-0.022117987	-0.01989739	0.012037194	-0.17829626	0.024870279	-0.19585413	-0.185516959
ENSMUSG00000108170	Gm43966	0.108275596	0.726297801	0.987589767	0.06473329	1.029256022	-0.630104756	-0.462831356	0.586106505
ENSMUSG00000110480	RP24-114J11.1	0.107519642	-0.414818846	-0.209744418	-0.866899213	0.112236944	-0.307283415	-0.418669889	0.607323737
ENSMUSG00000108169	Gm43958	-0.363943343	0.436971326	0.738285257	0.479280014	0.134044105	-0.335070165	0.140648296	-0.275532316
ENSMUSG00000038697	Taf5l	-0.032029875	0.214827578	-0.0498542	-0.039269837	-0.206519376	-0.287616134	-0.036642064	0.128119276
ENSMUSG00000038696	Mapkap1	0.251069669	0.047342103	-0.096237847	0.049480855	0.091283526	0.252075434	0.221903913	-0.066640993
ENSMUSG00000038695	Josd2	0.123304943	-0.141253529	-0.154356873	0.073791982	0.052361431	0.336898061	-0.035853904	-0.13217438
ENSMUSG00000108163	Gm44431	-0.180326287	0.127914268	-0.076908164	0.349842578	0.466590976	0.032011579	-0.251365367	0.503842366
ENSMUSG00000038692	Hoxb4	-0.371458929	-0.26874212	-0.104931594	0.113120643	-0.143480695	0.008781944	-0.02396159	-0.049645816
ENSMUSG00000038690	Atp5j2	0.153641434	0.339323889	0.039983971	0.045024307	-0.016952645	-0.143181228	-0.389938373	0.08387817
ENSMUSG00000052981	Ube2ql1	0.946971599	0.079877531	-0.295054281	-2.026241898	-1.229509894	-1.124612718	-1.038386219	0.183538005
ENSMUSG00000076937	Iglc2	-1.066914722	-0.309959258	0.723373118	0.61147354	2.694643669	-0.206163603	2.771006887	2.116639582
ENSMUSG00000064952	Gm24920	-0.264082215	-1.018238921	-1.906807267	-0.261716339	0.616171241	0.551466257	0.121788833	1.930686664
ENSMUSG00000038685	Rtel1	0.073571278	-0.046446514	-0.17053403	-0.202777333	-0.272275766	-0.082821142	-0.029970056	-0.020356658
ENSMUSG00000038683	Pak1ip1	-0.10408751	-0.047885599	0.042374926	0.109195855	-0.041188185	0.051886813	-0.183949286	-0.137660446
ENSMUSG00000040950	Mgl2	1.095954865	-0.029848757	-0.002362724	-0.253000307	0.953981132	0.872274532	0.832659944	0.082411233
ENSMUSG00000076928	Trac	0.707747786	-0.392607509	-0.280998629	0.892845329	2.227316207	2.026050694	1.764444487	0.489248069
ENSMUSG00000040998	Npnt	0.105382824	-0.002534032	0.135311922	0.306710204	-0.0268474	0.414244116	-0.073551273	-0.578825886
ENSMUSG00000040997	Abhd4	-0.001412996	-0.033231086	0.121302411	-0.133128339	-0.146346791	-0.102927193	0.016329951	-0.167142333
ENSMUSG00000110461	RP23-408J7.2	0.883652202	1.258367547	-0.282343928	-0.09167769	0.264230868	-0.487633825	-0.542779701	0.9934132
ENSMUSG00000040990	Sh3kbp1	0.44047975	-0.055250302	0.007435918	-0.286719902	0.062032535	0.208991032	0.028695721	-0.156735908
ENSMUSG00000064943	Gm23240	0.688306195	0.596381372	-0.133669244	0.204750546	-0.246567899	0.303104638	-0.200382687	-0.403676725
ENSMUSG00000038679	Trps1	0.226915541	-0.126091786	0.099557858	0.073509806	0.217144174	0.427207543	0.432227759	-0.311572017
ENSMUSG00000064941	Gm23238	-1.190994206	-0.784106207	0.092963721	0.97247681	0.228231984	0.556547068	0.456459877	-0.418218919
ENSMUSG00000038677	Scube3	0.045573926	0.110647343	0.0865123	0.413109094	0.05745559	0.346791745	0.22280229	-0.377993009
ENSMUSG00000108143	Gm44414	-0.222069155	0.381462222	0.583483426	0.663525151	-0.110254029	0.008810339	-0.126642388	-0.686685434
ENSMUSG00000038671	Arfrp1	0.050735367	-0.023770918	0.056765632	0.005321066	-0.003574412	0.078045619	0.035018071	-0.140548806
ENSMUSG00000108140	Gm44803	0.028007138	0.173168031	0.293377591	0.680917678	0.739880216	0.531964748	0.754626395	-0.088100983
ENSMUSG00000038670	Mybpc2	-0.39471612	-0.719663745	-0.412813294	0.391994696	-0.617201056	0.732133549	0.327310382	-0.862449409
ENSMUSG00000052962	Mrpl35	0.074537376	0.066290253	0.148887133	-0.134083083	-0.012466831	-0.128367262	-0.18675574	-0.035391461
ENSMUSG00000026698	Pigc	0.110038235	-0.101054542	-0.061491884	-0.038129935	0.271360486	0.171925019	0.058213396	0.158499654
ENSMUSG00000026697	Myoc	0.439556449	0.054129022	0.652156977	-1.181258506	-0.517356843	-0.790188723	1.080255028	-0.384224381
ENSMUSG00000026696	Vamp4	0.304287036	0.160610551	-0.015961394	-0.258202582	-0.271324453	-0.116587665	-0.024514083	-0.14089811
ENSMUSG00000110457	RP24-248F14.2	0.515683905	0.293095726	-0.42526291	-0.124478267	0.156228398	0.131001482	0.597796776	0.43975977
ENSMUSG00000026694	Mettl13	-0.128839605	0.081260745	0.108209813	-0.154227779	-0.186368138	-0.367605622	-0.243851979	0.069900591
ENSMUSG00000040987	Mill2	0.251413554	-0.31367794	-0.134009665	-0.417795755	-0.18855914	0.147928208	-0.01716029	-0.203438433
ENSMUSG00000026692	Fmo4	-0.894566942	-0.049607503	0.058911937	0.410000345	0.478360433	-0.471245299	-0.204420245	0.862884535
ENSMUSG00000046694	Fam46b	-1.089114802	-0.162207726	0.006288132	0.159596118	-0.079306087	-0.769192553	-0.289841042	0.680400359
ENSMUSG00000110453	RP23-401L9.4	0.806442803	0.564832676	0.675945455	-0.265948155	0.128116599	-0.015325737	-0.948147439	-0.534365666
ENSMUSG00000038668	Lpar1	-0.06334943	-0.26236073	-0.110985691	-0.401667864	-0.211538413	-0.2030371	-0.217256537	0.10030652
ENSMUSG00000108137	Gm44053	-0.388962194	-0.221629078	0.159486209	0.592479157	0.385766277	0.418104949	0.22139761	-0.187887638
ENSMUSG00000038665	Dgki	-1.219420328	-0.199703568	-0.072284997	1.288647708	0.172763525	0.181313118	0.110596959	0.066151699
ENSMUSG00000038664	Herc1	0.396279595	0.007196377	-0.130012293	-0.151012369	0.003000355	0.23752528	0.112509956	-0.106756195
ENSMUSG00000052957	Gas1	-0.14339388	0.01069934	0.031169645	-0.139341095	-0.24087404	-0.294344717	-0.075573325	0.019496968
ENSMUSG00000038663	Fsd2	1.06048698	0.99284388	1.580744919	-0.80673894	-0.243692628	-0.734688453	-0.486171831	-1.098688477
ENSMUSG00000108132	Gm44175	-0.35443549	0.015422707	0.070931985	0.22081318	0.372890325	-0.188666003	0.834033666	0.456017776
ENSMUSG00000026688	Mgst3	-0.058908614	0.216557446	0.118609012	-0.178960613	-0.578107267	-0.45771455	-0.653872142	-0.241420073
ENSMUSG00000026687	Aldh9a1	0.413391753	0.195848655	0.205843875	-0.294713704	-0.057048253	-0.079416222	0.036217233	-0.185685277
ENSMUSG00000026686	Lmx1a	0.804857068	0.469613158	-0.1072094	-0.053765726	0.679663432	0.300386395	-0.017529911	0.476732321
ENSMUSG00000026683	Nuf2	0.450307565	-0.641809772	-0.137472875	-0.465048623	0.905693329	0.704207344	0.128909668	0.336185537
ENSMUSG00000110444	RP23-114B10.6	0.188877243	0.065030456	-0.232457236	0.03075889	0.028889859	0.154160577	0.009051961	0.105390354
ENSMUSG00000110443	RP23-39F24.1	0.069219971	-0.371754087	-0.89877695	-0.773382793	-0.406940215	-0.306459688	-0.463855188	0.782425432
ENSMUSG00000040972	Igsf21	1.303853766	1.074306344	0.154302628	-0.871841205	-0.852600812	-0.624641112	-1.704354372	-0.379973636
ENSMUSG00000064927	Gm22043	-0.148512719	-0.558078047	-1.012722223	1.127770957	0.134985924	1.571074262	1.031033731	-0.34080478
ENSMUSG00000064923	Gm22042	0.384286116	-0.471989898	-0.156302172	-0.56333612	-0.178214799	0.329726404	0.119090154	-0.34209294
ENSMUSG00000038658	Ric1	-0.128568037	-0.317013496	-0.351982809	-0.127207239	-0.155664653	0.061308559	0.091672493	0.133188474
ENSMUSG00000108126	Gm43909	-0.340699889	0.664122314	1.679515725	0.416935986	0.334991216	-0.698017488	0.159882057	-0.700558073
ENSMUSG00000052949	Rnf157	-0.131339967	-0.159450644	-0.352927878	-0.002695765	-0.329072464	0.021891709	-0.175699395	0.000265358
ENSMUSG00000038650	Rnh1	-0.185679167	0.10911133	-0.012555749	0.194300895	-0.042158092	-0.102089441	-0.115334291	0.070049048
ENSMUSG00000052942	Glis3	-0.482060434	0.106101226	-0.388364015	0.434166422	0.216798874	-0.162183211	1.227228563	0.761365624
ENSMUSG00000026679	Enkur	-0.889011896	-0.303761674	-0.053535446	0.247133227	-0.276427627	-0.356181262	-0.432126263	0.128577433
ENSMUSG00000026678	Rgs5	0.036790766	0.585855797	0.968456184	0.003826115	0.414134149	-0.545501015	0.353859177	-0.010554896
ENSMUSG00000060586	H2-Eb1	1.560604172	0.638783812	0.617938318	-0.227987738	2.628720456	0.692397264	2.879103037	1.316487457
ENSMUSG00000026676	Ccdc3	0.760572575	0.670406876	0.208791797	-0.240352863	0.517083752	-0.143928444	-0.102384102	0.439619067
ENSMUSG00000040969	Arhgef38	-0.657639386	-1.162756548	-1.701971119	1.010728321	0.643424327	1.544872017	-0.345745358	0.825489832
ENSMUSG00000110438	RP23-162M13.10	-0.845816938	0.052540807	0.688083684	0.325764389	-0.868560366	-0.638713751	0.019363534	-0.90654576
ENSMUSG00000026675	Hsd17b7	-0.046406831	0.057700097	-0.123431953	-0.002724199	0.205874749	-0.109966774	0.066773028	0.436035944
ENSMUSG00000026674	Ddr2	0.258080651	0.007795173	0.03506492	0.020715784	0.243942375	0.270258843	0.339547001	-0.063679941
ENSMUSG00000040966	Slc22a2	-0.551264025	-0.041068633	-0.125950535	0.721190871	0.108111467	0.206699086	0.449790354	0.026494671
ENSMUSG00000026672	Optn	-0.125115511	-2.96E-06	0.292353511	-0.285514616	-0.284392177	-0.411999821	-0.306572776	-0.166792358
ENSMUSG00000040964	Arhgef10l	-0.054989638	0.082276379	0.137210224	0.182278422	-0.01071932	0.04355798	-0.006599987	-0.193801544
ENSMUSG00000026670	Uap1	-0.418576498	-0.159917183	-0.043477916	-0.15159179	0.01708882	-0.410898996	-0.028068224	0.468965029
ENSMUSG00000040963	Asgr2	1.523885538	0.340992469	0.426483677	-0.385069518	0.843003574	0.84993598	1.8859502	-0.427592668
ENSMUSG00000064917	Gm22574	0.602937753	0.95654723	1.200821617	0.081496621	0.477995255	-0.296987546	0.498798475	-0.451003328
ENSMUSG00000038648	Creb3l2	-0.082992211	0.039136543	0.061210099	0.262163709	-0.022572137	0.139096666	0.164642294	-0.225419643
ENSMUSG00000038646	Fam103a1	0.089417625	0.037628234	-0.021910914	-0.067347905	-0.222839059	-0.016885989	-0.094564672	-0.186285512
ENSMUSG00000038644	Pold1	0.114493061	0.176889881	-0.077567477	0.235123061	0.287666786	0.17022979	0.328967679	0.192752936
ENSMUSG00000073418	C4b	-0.257141531	-0.104983225	-0.022081934	-0.056979563	1.159648762	-0.20998766	0.992662839	1.389484074
ENSMUSG00000052934	Fbxo31	-0.249413315	0.029895826	0.142074808	-0.155824122	0.011779636	-0.436850953	-0.17559261	0.303585951
ENSMUSG00000026669	Mcm10	0.698005325	-0.455462865	-0.006213767	-0.992094767	0.354920015	0.268276639	0.232124684	0.09142767
ENSMUSG00000026667	Uhmk1	0.042599277	0.10259239	0.199294151	-0.352064668	-0.311186648	-0.414505654	-0.173006018	-0.098475995
ENSMUSG00000110427	RP23-163N19.1	-0.63160343	-0.39604051	0.010523562	0.56625842	0.488447022	0.317466079	-0.021692345	0.157111796
ENSMUSG00000026664	Phyh	0.306893905	0.458519345	0.468996048	-0.418894943	-0.199037074	-0.573401046	-0.500946106	-0.096999748
ENSMUSG00000040957	Cables1	0.193260362	0.183762343	-0.082159932	0.149990268	0.062913118	0.158291989	-0.132740491	-0.015517498
ENSMUSG00000026663	Atf6	-0.117873005	-0.118357279	-0.052244218	0.028419407	-0.02404721	0.027741623	0.082672584	-0.001918286
ENSMUSG00000026662	Sephs1	0.034487359	0.140248681	0.05348608	0.06998164	-0.102093843	-0.036126911	-0.104764456	-0.121291154
ENSMUSG00000110424	RP23-336M16.3	0.871393702	0.186315964	-0.091256152	0.256175919	0.800418691	0.955062536	0.448394757	-0.062159265
ENSMUSG00000040952	Rps19	-0.186808636	0.136912755	-0.052079736	0.210401647	0.100007656	-0.11514158	-0.044076971	0.264915614
ENSMUSG00000028195	Cyr61	0.049533674	0.619244414	0.622378899	0.785316067	-0.587867662	0.213583234	0.307757252	-1.426878609
ENSMUSG00000108108	Gm44270	0.142611591	-0.266832421	-0.707662422	-0.001433594	-0.569368072	0.452294498	0.499354349	NA
ENSMUSG00000108107	Gm5312	-0.259062211	0.048014652	-0.156004607	0.266286124	0.109003811	-0.042572155	-0.165519167	0.305242085
ENSMUSG00000038637	Lrrc56	-0.099552869	0.475314387	0.454706249	0.502995918	0.57528125	-0.081249344	0.395995748	0.194210726
ENSMUSG00000108105	Gm5340	1.127744036	0.892757336	-0.118747354	-0.590586617	-0.144313422	-0.33006414	0.132318136	0.288509973
ENSMUSG00000052928	Ctif	-0.278447912	0.048046315	0.019821981	0.102293233	-0.09043354	-0.226035935	-0.093571839	0.11364052
ENSMUSG00000038633	Degs1	-0.3329275	0.152906429	0.005131301	0.341792757	0.077804553	-0.145170835	-0.049400874	0.215602194
ENSMUSG00000052926	Rnaseh2a	-0.208102972	-0.019615838	-0.060923082	0.156537872	0.026606206	-0.034808086	-0.19694464	0.119979096
ENSMUSG00000026659	Dusp12	0.330505247	-0.166360306	-0.276752149	-0.107390397	0.096628568	0.389081774	0.106494608	-0.017752723
ENSMUSG00000052921	Arhgef15	-0.265123074	0.015289083	0.070426349	0.096680406	-0.050782803	-0.186302061	-0.04144311	0.062331252
ENSMUSG00000052920	Prkg1	-0.433575748	-0.217580099	-0.366179605	0.34746411	0.115318212	0.130202243	-0.239697642	0.349312432
ENSMUSG00000026657	Frmd4a	0.166019826	0.023560265	0.152066033	-0.109573366	-0.050411092	0.032269722	0.166523725	-0.236813706
ENSMUSG00000110419	RP23-383A10.9	-0.250618462	-0.193418386	-0.677076502	0.495399863	0.282787205	0.436625265	-0.06402201	0.524118852
ENSMUSG00000032515	Csrnp1	-1.217332757	0.040792261	0.210037995	0.603741444	0.149774422	-0.657207297	0.25203599	0.593250106
ENSMUSG00000026655	Fam107b	-0.189486001	-0.049305807	-0.069658418	-0.258115951	0.049070852	-0.401010279	-0.130905711	0.515768963
ENSMUSG00000040945	Rcc2	-0.12733522	-0.073999814	0.072868811	0.085433204	0.307066094	0.031262623	0.114519103	0.200490138
ENSMUSG00000040943	Tet2	0.324611058	0.076802683	0.525007221	-0.210298488	-0.225396406	0.037306036	0.377752132	-0.789278466
ENSMUSG00000040940	Arhgef1	-0.049889714	-0.053038286	-0.04500622	0.120858436	0.040025346	0.122836446	0.107227269	-0.039981755
ENSMUSG00000038628	Polr3k	0.039942488	0.140729562	-0.131764818	0.152128836	0.052299085	0.049329926	-0.202729377	0.132449792
ENSMUSG00000002699	Lcp2	0.58579757	0.291420268	0.731045358	-0.022533004	1.482402023	0.27700077	1.141900979	0.467867154
ENSMUSG00000052917	Senp7	-0.006308134	-0.064227496	-0.214403908	0.052897223	-0.172013282	0.11024193	0.323418925	-0.06984308
ENSMUSG00000038623	Tm6sf1	-0.131212022	-0.248482416	0.543841972	-0.276633622	0.438822263	-0.154146781	-0.006742719	0.038555915
ENSMUSG00000038622	Med30	-0.069542868	0.07099466	-0.021641713	0.096787215	-0.281921393	-0.045734281	-0.064665975	-0.216896716
ENSMUSG00000052915	Msl1	0.024617202	0.033984376	0.023967045	-0.07904553	-0.209439243	-0.090018486	-0.117546126	-0.145804681
ENSMUSG00000052914	Cyp2j6	0.272124144	-0.120253619	-0.039086774	-0.418885993	-0.264227583	-0.027574615	0.195040174	-0.199582969
ENSMUSG00000052912	Smarca5-ps	-0.316586417	-0.045465849	0.183358255	0.110826323	0.320875099	-0.168100392	0.225083959	0.296741754
ENSMUSG00000026649	Cfap126	0.690824351	-0.05851688	0.080098044	-0.638328391	-0.407598594	0.122183339	0.05133984	-0.606645431
ENSMUSG00000052911	Lamb2	-0.003266631	-0.027333244	-0.009227885	0.214262894	0.041704854	0.23709211	0.022796722	-0.18855627
ENSMUSG00000026648	Dclre1c	0.248897874	-0.138591313	0.021483246	-0.408994529	-0.029360114	-0.015700645	0.209501596	-0.036810746
ENSMUSG00000110409	RP24-199K4.3	0.61733311	0.186647446	1.185340333	-0.41441305	0.149494812	0.036935584	-0.326451802	-1.070104233
ENSMUSG00000026646	Suv39h2	0.014944553	0.85892969	0.238561712	0.381827605	0.513314963	-0.486319685	-0.019864562	0.741619921
ENSMUSG00000040938	Slc16a11	0.106264278	-0.366416928	-0.244298533	0.016281603	-0.301360644	0.489359924	-0.226763996	-0.546209713
ENSMUSG00000110407	RP23-157P17.1	0.075875136	0.348742643	-0.149787231	0.166769625	0.018821428	-0.108713338	0.18008874	0.274374431
ENSMUSG00000026643	Nmt2	-0.020241375	-0.241131415	-0.256354032	-0.128746876	-0.225779003	0.091965144	-0.032161635	-0.063311321
ENSMUSG00000040936	Ulk4	-0.17404786	-0.209775358	-1.581920953	0.188237609	-1.371774783	0.224453197	-0.393548413	0.004274161
ENSMUSG00000026641	Usf1	0.024396648	0.254550562	0.304151006	0.049906636	0.183627174	-0.182552632	0.454745929	0.059184755
ENSMUSG00000026640	Plxna2	-0.480299346	-0.226751426	-0.029214264	0.022650716	-0.275269943	-0.231828223	-0.035659241	-0.016524349
ENSMUSG00000014668	Chfr	-0.145832568	0.331092609	0.243974287	-0.059296013	-0.25751558	-0.538163842	-0.061081842	0.033669603
ENSMUSG00000038619	Ensa	0.014020793	0.064388926	-0.012816564	-0.028763779	-0.114605711	-0.080781196	-0.050495348	-0.023294682
ENSMUSG00000038618	Rassf7	-0.418843766	0.136285269	-0.053243977	0.205447701	0.018288767	-0.355055476	-0.545832324	0.422294711
ENSMUSG00000002688	Prkd1	-0.120311155	0.051714245	-0.0064425	0.055179756	-0.22481209	-0.118260233	-0.219802167	-0.102282002
ENSMUSG00000038615	Nfe2l1	0.287459999	0.06345355	0.062358916	-0.139468451	-0.049527918	0.083387892	0.143467643	-0.197413816
ENSMUSG00000052906	Ubxn8	0.034012738	0.056328631	0.033382146	0.006302887	-0.164525191	-0.01776708	-0.152642787	-0.182409329
ENSMUSG00000038612	Mcl1	-0.065006831	-0.030758358	0.017177167	0.170421717	0.119138143	0.13512278	0.265588104	-0.035598081
ENSMUSG00000038611	Phrf1	0.084500714	-0.021547482	-0.298158831	-0.158446301	-0.031074775	-0.052815722	-0.017118743	0.317568815
ENSMUSG00000026638	Irf6	-0.267931811	-0.254089376	0.1995149	-0.045786169	-0.356355212	-0.061366166	-0.174556917	-0.496109991
ENSMUSG00000026637	Traf5	0.21815549	0.382339086	0.304239693	0.223947063	-0.021943073	0.058104313	0.102494893	-0.386479254
ENSMUSG00000040929	Rfx3	-0.53539981	-0.327977221	-0.54271025	0.188294689	-0.259865334	-0.021984702	-0.278200261	0.302856871
ENSMUSG00000040928	S100pbp	-0.196890806	-0.241641068	0.009345684	-0.281545877	-0.324054091	-0.238102034	-0.090942421	-0.097699824
ENSMUSG00000026634	Angel2	-0.083044854	-0.048977309	-0.078422711	0.075882899	-0.035819744	0.040366189	0.046283152	-0.000266645
ENSMUSG00000026632	Tatdn3	0.210588454	0.09660245	-0.150613232	-0.202423752	-0.13057242	-0.090608178	-0.225413228	0.107996702
ENSMUSG00000026630	Batf3	1.110757833	-0.198225418	0.053744134	-1.05568553	1.214032212	0.27759102	0.045070908	0.87652842
ENSMUSG00000038608	Dock10	0.118988872	-0.11017925	0.097266987	0.108926944	0.064381962	0.337868877	0.40876585	-0.372684021
ENSMUSG00000002679	Med6	-0.155144693	-0.247295195	-0.047586831	-0.086078887	0.019072418	0.005096098	0.057077405	0.059349635
ENSMUSG00000038605	Samd10	-0.108264721	-0.062440942	-0.252063398	-0.177637963	-0.04719679	-0.22941062	-0.712327371	0.430733285
ENSMUSG00000038604	Fam65a	-0.116731761	0.030128496	0.010440738	0.024854703	-0.124311226	-0.123397355	0.021293195	-0.013804217
ENSMUSG00000038602	Slc35f1	0.582054568	0.840221417	1.065146604	-1.323212897	-1.438025187	-1.590530727	0.265965956	-0.917287846
ENSMUSG00000038600	Atp6v0a4	-0.37878367	-0.344051823	-0.339345817	-0.19536472	0.656407829	-0.233871581	-0.254508663	1.207629413
ENSMUSG00000026628	Atf3	0.227408477	0.540644628	0.796142661	0.078835004	-0.380054087	-0.23762967	0.59552087	-0.942028381
ENSMUSG00000026627	Tmem206	0.138000836	0.031772516	0.119873661	-0.047846599	-0.333820414	0.056793844	-0.18611249	-0.510619778
ENSMUSG00000026626	Ppp2r5a	0.287712457	0.152817886	0.241471358	-0.058618603	-0.054018388	0.075394129	-0.095990318	-0.372954713
ENSMUSG00000040918	Slc19a2	0.12398427	0.194752545	0.110595614	-0.259131331	-0.059475872	-0.329671551	-0.178288774	0.156611772
ENSMUSG00000026623	Lpgat1	0.162466963	0.151940725	0.206675459	-0.103541566	-0.049989161	-0.094143713	0.053180134	-0.164672879
ENSMUSG00000026621	Marc1	-0.046555696	0.810231558	0.512634596	-0.455851086	-0.875534679	-1.339344093	-0.094197114	-0.061567928
ENSMUSG00000026620	Mark1	-0.167859617	-0.047729027	-0.051624456	0.193896797	-0.109507957	0.07364018	-0.094291459	-0.133533223
ENSMUSG00000002668	Dennd1c	0.199116743	0.473228724	1.035741884	-0.700967269	0.779911564	-0.98408596	0.277548649	0.706667642
ENSMUSG00000002661	Alkbh7	0.149105328	0.380363575	0.109651864	0.159738531	0.187812709	-0.073288716	-0.177849305	0.148853107
ENSMUSG00000002660	Clpp	0.043567423	0.149094543	-0.019949739	0.073751539	0.102466944	-0.033262855	-0.115006267	0.153220737
ENSMUSG00000026618	Iars2	-0.208047898	-0.286097822	-0.035881377	-0.190877363	-0.232859913	-0.114800771	-0.201019829	-0.085050008
ENSMUSG00000026617	Bpnt1	0.154866909	0.051110308	-0.037088751	-0.183243814	-0.20487189	-0.080818008	-0.173801057	-0.089380765
ENSMUSG00000026616	Cr2	-0.92478029	-0.554858779	0.449226463	0.74155654	1.160800074	0.337334928	0.707763493	0.351544514
ENSMUSG00000026615	Eprs	0.010950988	0.007213675	0.041687252	-0.080134656	0.008768138	-0.077385933	-0.000609346	0.042192001
ENSMUSG00000040904	Gm21988	-0.387513691	1.450253219	0.666384834	1.057104531	0.191650958	-0.960617789	-0.071481157	0.397934728
ENSMUSG00000026610	Esrrg	0.047578021	0.095728279	0.319613023	-0.435959834	-0.232200217	-0.487308378	-0.196983157	-0.069792949
ENSMUSG00000014633	Cmc2	0.165753538	0.114856871	-0.005098992	-0.090900611	0.089840844	-0.041240522	-0.248564493	0.133766932
ENSMUSG00000002658	Gtf2f1	-0.093806165	0.13854555	0.095866361	0.087937279	0.162550162	-0.145973024	-0.173832158	0.210107201
ENSMUSG00000026608	Kctd3	0.023755777	-0.237918044	0.030154946	-0.484688724	-0.375917865	-0.224000391	-0.482972277	-0.184702622
ENSMUSG00000026605	Cenpf	0.17232477	-0.074013287	0.55261166	0.022696187	1.040175976	0.282188624	0.086774402	0.193730191
ENSMUSG00000026604	Ptpn14	-0.482494603	-0.377665003	0.072539745	0.003629205	-0.316447115	-0.102074929	-0.037331053	-0.288899451
ENSMUSG00000026603	Smyd2	-0.068605467	0.338134427	0.726895086	0.02888698	0.640121039	-0.40076562	-0.205860158	0.289654772
ENSMUSG00000026601	Axdnd1	0.510807374	0.373828462	0.523722879	-0.582249579	0.10104788	-0.422027627	0.575756043	-0.031348594
ENSMUSG00000026600	Soat1	-0.002652653	-0.187432315	0.027672584	-0.057256707	0.233710884	0.126435371	0.213867854	0.077258028
ENSMUSG00000002635	Pdcd2l	-0.018541936	-0.08828246	-0.233833471	0.128278329	-0.155085292	0.196832214	0.001538934	-0.119874982
