GeneID	GeneName	GeneName_GeneID	zygote	cleavage2-cell	blastula 128-cell	blastula1k-cell	blastuladome	gastrula50-epiboly	gastrulashield	gastrula75-epiboly	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	pharyngulaprim-5	pharyngulaprim-15	pharyngulaprim-25	hatchinglong-pec	larvalprotrudingmouth	larvalday4	larvalday5
ENSDARG00000059304	chchd2	chchd2_ENSDARG00000059304	9	18	30	38	38	71	62	71	77	69	75	67	62	62	53	68	51	32
ENSDARG00000059305	tmem37	tmem37_ENSDARG00000059305	0	0	0	0	0.2	0	0.3	0.3	0.2	0.2	0.2	0	0.2	0.1	0.3	0.9	3	3
ENSDARG00000059308	golt1bb	golt1bb_ENSDARG00000059308	111	82	113	139	108	69	62	55	41	39	33	23	21	20	15	11	6	5
ENSDARG00000059311	dpysl5b	dpysl5b_ENSDARG00000059311	0.2	0.2	0.5	0.5	0.3	0.5	0.4	0.4	1	2	2	2	4	6	8	30	33	36
ENSDARG00000059322	topbp1	topbp1_ENSDARG00000059322	13	9	22	21	11	8	12	12	12	8	9	7	6	5	4	2	3	2
ENSDARG00000059323	rpn1	rpn1_ENSDARG00000059323	43	76	119	110	126	89	73	87	123	130	136	117	99	93	70	66	59	42
ENSDARG00000059327	gata2a	gata2a_ENSDARG00000059327	0.2	0.1	0.5	1	23	30	54	87	24	12	6	6	7	15	14	10	9	9
ENSDARG00000059333	si:ch211-285f17.1	si:ch211-285f17.1_ENSDARG00000059333	0	0	0.1	0.1	0.3	6	11	13	12	9	8	6	5	6	5	4	5	6
ENSDARG00000059337	tgif1	tgif1_ENSDARG00000059337	27	17	22	23	56	113	122	96	89	80	66	55	51	51	31	15	14	13
ENSDARG00000059340	dlgap2a	dlgap2a_ENSDARG00000059340	0	0.2	1	1	0.6	0.2	0	0	0	0	0	0	0	0	0	0.6	0.8	1
ENSDARG00000059342	avil	avil_ENSDARG00000059342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ENSDARG00000059347	calml4b	calml4b_ENSDARG00000059347	2	2	2	4	3	1	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000059348	rxfp3.3b	rxfp3.3b_ENSDARG00000059348	0	0	0	0	8	7	2	0.3	0	0	0	0	0	0	0.7	2	2	3
ENSDARG00000059349	CABZ01090374.1	CABZ01090374.1_ENSDARG00000059349	14	21	29	28	32	31	45	46	41	39	50	59	54	43	45	37	41	53
ENSDARG00000059351	hnrnpa3	hnrnpa3_ENSDARG00000059351	0.2	0	0.2	0.4	0	0.5	0.4	0	3	3	4	3	4	3	5	8	7	6
ENSDARG00000059354	glmp	glmp_ENSDARG00000059354	2	7	17	17	8	4	3	4	5	6	6	7	6	8	9	9	10	10
ENSDARG00000059357	sarnp	sarnp_ENSDARG00000059357	234	252	129	157	170	220	194	157	133	131	107	91	87	83	70	44	34	30
ENSDARG00000059360	srsf3b	srsf3b_ENSDARG00000059360	189	162	80	84	134	220	237	243	141	156	138	117	99	118	85	67	51	49
ENSDARG00000059361	slc39a4	slc39a4_ENSDARG00000059361	1	0.6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5
ENSDARG00000059362	ptrfb	ptrfb_ENSDARG00000059362	0	0	0.7	0.4	0.4	0.4	0	0	0	0	6	9	13	9	12	12	14	10
ENSDARG00000059363	TGFBR2 (1 of many)	TGFBR2 (1 of many)_ENSDARG00000059363	0	0	0	0	0	0	0	0	0	0.1	0.3	0.5	0.6	0.8	0.7	0.9	1	2
ENSDARG00000059365	nipal4	nipal4_ENSDARG00000059365	0	0	0	0	0.6	3	3	4	1	0.3	1	2	2	1	2	3	4	3
ENSDARG00000059367	mfap2	mfap2_ENSDARG00000059367	0.4	0.5	0.2	0.8	1	4	7	13	69	107	97	71	68	65	73	79	64	44
ENSDARG00000059368	gria4b	gria4b_ENSDARG00000059368	0.1	0.6	1	3	0.8	0.2	0	0	0.1	0.3	0.5	0.8	1	2	4	9	10	9
ENSDARG00000059369	si:ch1073-15f12.3	si:ch1073-15f12.3_ENSDARG00000059369	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.3	0.3	0.4
ENSDARG00000059370	nr1d4b	nr1d4b_ENSDARG00000059370	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.2	0.5	0.8	2	4	4	6
ENSDARG00000059373	dnajc8	dnajc8_ENSDARG00000059373	37	59	61	64	91	90	88	98	72	73	62	61	53	49	44	38	31	26
ENSDARG00000059386	dtwd1	dtwd1_ENSDARG00000059386	54	67	29	26	20	5	3	7	14	17	13	7	5	5	4	4	4	4
ENSDARG00000059387	fgf7	fgf7_ENSDARG00000059387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.8	0.6
ENSDARG00000059388	bdh1	bdh1_ENSDARG00000059388	0	0	0.9	0.7	1	0.3	0.6	0.7	6	6	5	6	5	5	5	9	12	12
ENSDARG00000059391	gyg1b	gyg1b_ENSDARG00000059391	0	0	0	0	0	0	0	0.4	0	0	0.2	0.6	2	9	9	41	52	72
ENSDARG00000059398	myef2	myef2_ENSDARG00000059398	108	122	92	77	96	113	146	144	117	80	83	92	70	55	49	35	28	22
ENSDARG00000059399	si:ch211-160o17.6	si:ch211-160o17.6_ENSDARG00000059399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9	0.9
ENSDARG00000059400	tmem167b	tmem167b_ENSDARG00000059400	2	4	15	19	14	11	7	7	13	13	15	11	12	11	11	13	10	9
ENSDARG00000059404	rab43	rab43_ENSDARG00000059404	9	19	19	22	21	6	3	0.8	1	1	0.9	1	1	2	0.9	2	3	3
ENSDARG00000059406	raf1b	raf1b_ENSDARG00000059406	115	89	65	56	45	22	21	17	18	16	16	13	11	13	9	9	10	14
ENSDARG00000059409	ABCD2	ABCD2_ENSDARG00000059409	0.3	0.6	1	0.9	0.7	0.5	0.3	0	0.1	0	0	0	0	0.3	0.2	0.3	0.3	0.4
ENSDARG00000059411	impa2	impa2_ENSDARG00000059411	0	0.6	0.6	1	0.6	0.7	0	0	1	2	2	2	2	2	3	5	6	6
ENSDARG00000059412	zgc:111976	zgc:111976_ENSDARG00000059412	39	46	36	30	17	5	2	0.4	0.2	0	0	0	0	0	0	0	0	0
ENSDARG00000059423	prune2	prune2_ENSDARG00000059423	0	0	0	0.2	0.1	0	0	0	0.3	0.4	0.9	1	3	4	5	8	9	9
ENSDARG00000059424	rnf215	rnf215_ENSDARG00000059424	0.5	0	1	0.9	1	0.6	0	0	0	0.2	0.5	1	2	1	1	1	2	2
ENSDARG00000059432	fsd1l	fsd1l_ENSDARG00000059432	0	0.2	0	0.4	0.2	0	0	0.3	1	1	2	2	2	3	3	4	4	5
ENSDARG00000059437	fktn	fktn_ENSDARG00000059437	1	2	4	5	5	4	4	4	7	6	6	5	5	5	5	6	5	4
ENSDARG00000059438	galnt18b	galnt18b_ENSDARG00000059438	0	0	0.3	0	0	0	0	0	0.7	1	2	2	2	3	4	5	5	5
ENSDARG00000059442	smtnb	smtnb_ENSDARG00000059442	1	2	6	6	5	2	0.8	0.2	3	2	4	4	3	4	3	10	11	9
ENSDARG00000059455	dqx1	dqx1_ENSDARG00000059455	2	6	7	5	7	2	2	1	2	2	2	3	2	4	5	5	5	5
ENSDARG00000059459	si:ch211-283h6.4	si:ch211-283h6.4_ENSDARG00000059459	0	0	0	0	1	5	6	9	9	7	9	3	5	6	5	4	4	4
ENSDARG00000059460	sbf2	sbf2_ENSDARG00000059460	16	12	13	9	2	0.8	0.6	0.4	1	2	2	3	3	4	4	6	6	6
ENSDARG00000059461	mepce	mepce_ENSDARG00000059461	12	17	82	112	65	18	11	11	11	9	9	7	7	7	7	5	7	8
ENSDARG00000059466	wasf3a	wasf3a_ENSDARG00000059466	0	0	0	0	0.4	0	0	0	0.6	0	0	0	0	0	1	3	3	3
ENSDARG00000059472	arhgap31	arhgap31_ENSDARG00000059472	0	0	0	0	0	0	0	0	0	0.3	0.5	2	2	1	2	2	3	2
ENSDARG00000059473	kank4	kank4_ENSDARG00000059473	0	0.2	0.2	0.3	0	0	0	0	0.1	0.1	0.4	0.5	0.8	0.9	1	3	4	4
ENSDARG00000059474	mlxip	mlxip_ENSDARG00000059474	5	7	23	20	12	8	6	8	9	7	7	8	7	7	4	4	4	4
ENSDARG00000059475	CAMSAP3 (1 of many)	CAMSAP3 (1 of many)_ENSDARG00000059475	1	2	15	16	6	8	6	3	3	2	3	4	4	3	5	6	6	5
ENSDARG00000059483	tead1b	tead1b_ENSDARG00000059483	0	0	0.2	0.1	0	0.1	0.3	2	9	6	7	7	6	6	6	6	5	5
ENSDARG00000059485	si:ch211-261c8.5	si:ch211-261c8.5_ENSDARG00000059485	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0.4	0.7	1	1	1
ENSDARG00000059498	arl16	arl16_ENSDARG00000059498	0	0	0	0.1	0.4	3	7	9	6	6	5	3	3	4	3	4	4	6
ENSDARG00000059503	ACSF3	ACSF3_ENSDARG00000059503	22	24	17	20	7	1	0.8	0.4	2	2	2	2	2	2	1	2	5	3
ENSDARG00000059507	si:dkey-163m14.2	si:dkey-163m14.2_ENSDARG00000059507	0	0	0	0.3	0	0	0.2	0	0.4	0	0.4	0.5	0.4	0.2	0.8	0.9	0.9	0.7
ENSDARG00000059510	coq2	coq2_ENSDARG00000059510	0	0	2	4	2	3	3	2	3	6	6	5	6	10	9	7	7	5
ENSDARG00000059523	rims4	rims4_ENSDARG00000059523	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.4	0.4	0.8	1	1
ENSDARG00000059529	KIAA0895L	KIAA0895L_ENSDARG00000059529	5	9	12	14	6	2	0.7	0.5	2	2	2	2	2	4	4	4	3	2
ENSDARG00000059534	JPH3 (1 of many)	JPH3 (1 of many)_ENSDARG00000059534	0	0	0	0	0	0	0.5	0.6	0.6	1	2	2	3	5	6	7	7	7
ENSDARG00000059549	akap10	akap10_ENSDARG00000059549	3	4	9	11	5	2	3	3	5	4	5	3	4	4	5	6	7	6
ENSDARG00000059553	sympk	sympk_ENSDARG00000059553	7	9	24	17	18	24	30	36	43	32	35	30	24	27	17	12	11	9
ENSDARG00000059556	recql5	recql5_ENSDARG00000059556	6	4	23	17	21	8	7	6	9	8	7	6	5	5	3	3	4	4
ENSDARG00000059557	xylt2	xylt2_ENSDARG00000059557	0.6	2	5	5	3	0.8	0.6	0.6	2	0.8	1	1	1	0.9	0.9	0.9	1	0.9
ENSDARG00000059558	tecta	tecta_ENSDARG00000059558	0.1	0	0	0.1	0	0.2	0.3	0.3	0.2	0.2	0.2	0.1	0.4	0.6	0.6	0.7	0.8	0.7
ENSDARG00000059567	si:ch73-281f12.4	si:ch73-281f12.4_ENSDARG00000059567	0	0	0	0	0	0	0	0	0.8	0.6	1	2	2	1	1	2	2	2
ENSDARG00000059574	fscn2a	fscn2a_ENSDARG00000059574	0	0	0	0.2	0	1	1	2	3	2	1	0.6	0	0	0	3	2	3
ENSDARG00000059575	uhmk1	uhmk1_ENSDARG00000059575	0.5	2	5	9	7	7	4	3	4	2	3	3	2	3	2	2	4	3
ENSDARG00000059581	mbd5	mbd5_ENSDARG00000059581	1	2	8	6	3	2	3	5	5	5	6	5	5	6	5	5	6	6
ENSDARG00000059582	sowahcb	sowahcb_ENSDARG00000059582	9	11	4	4	5	2	0.8	1	1	2	2	2	2	3	7	5	4	3
ENSDARG00000059583	wbscr16	wbscr16_ENSDARG00000059583	1	3	3	4	4	3	3	4	6	6	9	11	10	8	8	8	8	6
ENSDARG00000059587	ABR	ABR_ENSDARG00000059587	2	5	13	10	7	3	1	0.6	2	1	2	3	3	4	7	6	6	6
ENSDARG00000059596	clip2	clip2_ENSDARG00000059596	1	2	12	13	11	11	7	6	11	8	10	9	9	10	9	7	7	5
ENSDARG00000059600	rabep1	rabep1_ENSDARG00000059600	8	10	29	31	14	3	2	3	4	4	5	5	6	6	5	6	6	6
ENSDARG00000059601	map1aa	map1aa_ENSDARG00000059601	0	0	0	0	0.2	0.7	0.7	0.8	0.9	1	2	3	4	6	10	21	21	20
ENSDARG00000059604	mtss1	mtss1_ENSDARG00000059604	29	37	51	50	17	5	6	8	11	12	15	14	9	7	8	8	7	8
ENSDARG00000059606	ccdc84	ccdc84_ENSDARG00000059606	0	0.4	1	2	3	15	17	18	15	14	10	7	6	9	5	6	6	7
ENSDARG00000059610	gpr146	gpr146_ENSDARG00000059610	0	0.1	0.2	0.4	0.2	0.2	0.4	0.4	2	3	5	5	6	6	8	18	17	18
ENSDARG00000059613	nprl2	nprl2_ENSDARG00000059613	0.4	0.8	10	12	5	5	4	7	8	9	8	8	8	7	5	4	4	5
ENSDARG00000059616	hs3st2	hs3st2_ENSDARG00000059616	0	0	0	0	0	0.4	1	1	0	0	0	0	0	0	1	2	4	4
ENSDARG00000059629	asphd2	asphd2_ENSDARG00000059629	3	5	4	5	2	1	2	2	7	11	10	9	8	9	8	8	7	7
ENSDARG00000059630	mlec	mlec_ENSDARG00000059630	47	63	47	52	37	28	12	11	13	7	11	10	8	7	7	8	8	4
ENSDARG00000059634	thumpd3	thumpd3_ENSDARG00000059634	3	2	2	0.9	2	1	1	1	2	3	3	2	2	1	1	1	1	0.9
ENSDARG00000059636	si:ch211-127d4.3	si:ch211-127d4.3_ENSDARG00000059636	0	0.4	4	6	2	0.4	0	0	1	0.8	1	1	0.9	1	1	1	1	0.8
ENSDARG00000059642	mtmr14	mtmr14_ENSDARG00000059642	21	28	34	30	6	4	4	4	4	4	4	4	4	4	5	6	8	7
ENSDARG00000059646	nt5dc2	nt5dc2_ENSDARG00000059646	39	30	40	38	55	26	30	29	36	35	40	40	37	30	39	28	25	24
ENSDARG00000059651	cidec	cidec_ENSDARG00000059651	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9	0.5	1	2	1	0.7
ENSDARG00000059653	kdm2aa	kdm2aa_ENSDARG00000059653	6	7	16	14	17	21	26	25	24	22	22	17	14	17	12	10	10	10
ENSDARG00000059654	eif3ba	eif3ba_ENSDARG00000059654	4	8	66	77	87	137	185	222	310	297	297	268	248	210	181	141	157	167
ENSDARG00000059657	mks1	mks1_ENSDARG00000059657	7	8	12	13	6	2	3	4	5	6	4	4	4	4	4	3	2	2
ENSDARG00000059658	mrm1	mrm1_ENSDARG00000059658	5	7	14	13	5	1	0.9	2	3	2	2	1	1	2	1	0.8	1	2
ENSDARG00000059672	arhgap6	arhgap6_ENSDARG00000059672	3	5	8	7	6	1	1	6	5	3	2	2	2	2	2	2	2	3
ENSDARG00000059680	fscn1a	fscn1a_ENSDARG00000059680	18	28	87	83	160	317	324	168	82	66	67	75	74	88	98	64	52	49
ENSDARG00000059682	slc43a3a	slc43a3a_ENSDARG00000059682	0.8	0.5	0.2	0	0	0	0	0	0	0	0	0	0.6	0.4	2	2	3	3
ENSDARG00000059689	mblac2	mblac2_ENSDARG00000059689	6	15	18	26	8	2	0	0	0	0	0	0	0	0	0.5	1	1	1
ENSDARG00000059690	slc29a4	slc29a4_ENSDARG00000059690	0	0.2	0.2	0.3	0	0	0	0	0.6	0.9	1	2	3	3	4	6	6	5
ENSDARG00000059693	adam19a	adam19a_ENSDARG00000059693	0	0.2	0.2	0.1	0.2	0.2	0.4	2	8	7	8	7	6	5	6	8	7	5
ENSDARG00000059695	dusp28	dusp28_ENSDARG00000059695	0	0	0	0	0	0	0	0	0	0	0.5	0.7	0.7	0.9	0.6	1	1	0.6
ENSDARG00000059699	DNAJC16 (1 of many)	DNAJC16 (1 of many)_ENSDARG00000059699	0	0.3	0.6	0.5	0	0	0	0	1	1	1	0.5	0.3	0.9	0.9	1	2	2
ENSDARG00000059700	agmat	agmat_ENSDARG00000059700	2	4	6	2	2	2	2	1	0.5	0	0	0.4	0	0.6	0.6	3	11	14
ENSDARG00000059701	flii	flii_ENSDARG00000059701	71	64	42	35	27	23	14	11	12	9	12	13	12	13	10	9	10	8
ENSDARG00000059705	vwa5b1	vwa5b1_ENSDARG00000059705	0	0.2	0.2	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0.5	0.4	0.5
ENSDARG00000059707	ZNF423	ZNF423_ENSDARG00000059707	3	2	7	7	3	0.8	0.5	3	6	6	9	11	12	15	16	13	11	11
ENSDARG00000059711	nol6	nol6_ENSDARG00000059711	17	12	35	29	21	23	35	49	51	39	36	23	12	11	7	7	6	6
ENSDARG00000059712	slc19a2	slc19a2_ENSDARG00000059712	0	2	7	12	6	2	1	0.8	1	1	1	0.6	0.6	0.9	0	0.6	1	0.9
ENSDARG00000059714	arsk	arsk_ENSDARG00000059714	0	0	0.2	0.1	0.2	0.2	0.2	0.4	0.9	0.8	0.8	1	1	0.8	0.8	0.8	1	1
ENSDARG00000059719	fam169aa	fam169aa_ENSDARG00000059719	0	0	0	0	0	0	0	0	0.5	0.8	2	2	3	2	5	4	5	8
ENSDARG00000059722	ubac1	ubac1_ENSDARG00000059722	4	5	8	8	5	1	0.8	2	3	3	5	5	7	10	8	10	10	8
ENSDARG00000059725	hypk	hypk_ENSDARG00000059725	85	173	107	117	126	186	186	189	219	236	215	189	156	127	114	99	92	73
ENSDARG00000059729	si:ch211-89f7.1	si:ch211-89f7.1_ENSDARG00000059729	0	0.3	0.3	0.3	0.3	0.3	0	0.3	2	2	3	3	2	1	2	6	8	7
ENSDARG00000059738	ptprsa	ptprsa_ENSDARG00000059738	2	4	6	7	6	4	3	2	8	7	11	11	11	11	8	9	11	11
ENSDARG00000059741	alpk1	alpk1_ENSDARG00000059741	0.3	0.6	2	2	2	3	3	3	2	2	2	2	1	0.9	1	1	2	2
ENSDARG00000059743	tmem98	tmem98_ENSDARG00000059743	0	0	0	0	0	1	1	0.5	0.5	0.4	0.2	0.6	0.6	1	2	3	4	3
ENSDARG00000059746	plod1a	plod1a_ENSDARG00000059746	0	0	0	0	0	1	2	7	35	27	23	21	28	13	23	15	10	7
ENSDARG00000059747	si:dkey-106c17.3	si:dkey-106c17.3_ENSDARG00000059747	0	0	0	0	0	0	0	0.2	3	2	1	0.6	0.8	0.7	1	2	2	2
ENSDARG00000059751	BX511065.1	BX511065.1_ENSDARG00000059751	0	0	0	0	1	11	13	9	0.8	0.6	0.8	0.9	0.6	0.6	1	1	1	0.9
ENSDARG00000059760	wdtc1	wdtc1_ENSDARG00000059760	9	9	15	16	8	2	2	2	4	4	3	3	4	4	4	5	6	6
ENSDARG00000059763	gabrd	gabrd_ENSDARG00000059763	0	0	0	0	0.1	0.3	0.2	0.3	0.6	0.3	0.7	0.6	0.7	1	1	9	12	13
ENSDARG00000059768	gpatch8	gpatch8_ENSDARG00000059768	4	4	4	5	5	7	7	8	21	22	24	18	17	25	21	22	25	28
ENSDARG00000059770	cpt1aa	cpt1aa_ENSDARG00000059770	0	0.3	0.6	0.8	2	3	4	5	7	6	9	9	8	10	7	9	8	7
ENSDARG00000059773	SRCIN1	SRCIN1_ENSDARG00000059773	0	0	0.2	0.2	0.1	0	0	0	0	0	0.1	0.1	0.4	0.6	1	3	4	4
ENSDARG00000059774	dub	dub_ENSDARG00000059774	8	1	5	0	1	0	0.5	0	2	4	6	7	9	9	6	6	10	12
ENSDARG00000059775	slc32a1	slc32a1_ENSDARG00000059775	0	0	0	0	0	0	0	0	0	0.2	2	3	7	12	17	46	39	31
ENSDARG00000059781	atcayb	atcayb_ENSDARG00000059781	0	0	0	0	0.1	0.2	0.2	0.2	0.4	0.5	0.5	0.4	0.6	0.7	1	3	3	4
ENSDARG00000059786	CABZ01059408.1	CABZ01059408.1_ENSDARG00000059786	0	0	0	0	0	0	0	0	0	0.2	0.4	0.6	0.5	0.4	1	0.6	1	0.7
ENSDARG00000059789	parp8	parp8_ENSDARG00000059789	0.2	0.3	2	2	1	0.2	0.1	0.3	1	1	1	1	1	2	4	5	5	4
ENSDARG00000059792	trpm5	trpm5_ENSDARG00000059792	0.2	0	0.3	0	0.8	6	7	3	0.5	0	0	0	0	0	0	1	1	0.8
ENSDARG00000059794	kdm6al	kdm6al_ENSDARG00000059794	2	5	26	23	21	7	4	6	11	12	10	8	7	12	8	9	8	10
ENSDARG00000059798	kcnq1	kcnq1_ENSDARG00000059798	6	5	4	4	3	0.9	0.3	0	0	0.2	0.5	0	0	0	0	0.4	0.5	0.7
ENSDARG00000059801	pdzd2	pdzd2_ENSDARG00000059801	0.4	0.9	2	1	1	4	4	4	5	4	5	4	2	3	3	4	4	4
ENSDARG00000059804	fam134c	fam134c_ENSDARG00000059804	8	12	13	15	12	5	3	3	7	7	7	5	4	6	5	7	9	9
ENSDARG00000059805	slc25a38a	slc25a38a_ENSDARG00000059805	8	9	1	5	0.7	0	0	0	2	2	3	4	0.6	0	0.6	0.7	0.2	1
ENSDARG00000059806	sacm1lb	sacm1lb_ENSDARG00000059806	7	4	9	13	14	12	10	11	8	7	8	8	8	6	6	7	7	5
ENSDARG00000059809	caska	caska_ENSDARG00000059809	1	3	17	21	18	9	9	21	19	12	17	23	16	8	10	12	12	12
ENSDARG00000059811	smpd5	smpd5_ENSDARG00000059811	7	7	10	7	11	4	2	2	4	3	3	3	3	4	5	8	8	8
ENSDARG00000059812	sin3ab	sin3ab_ENSDARG00000059812	29	33	54	52	23	11	12	16	15	15	17	14	14	16	12	9	9	9
ENSDARG00000059815	oaz2b	oaz2b_ENSDARG00000059815	0	0	0	0	0	0	0	0	0	0.4	0	0.2	0.2	0.2	0.5	6	6	5
ENSDARG00000059816	zgc:136864	zgc:136864_ENSDARG00000059816	11	15	8	10	8	16	16	14	19	23	14	12	9	11	9	9	10	11
ENSDARG00000059817	mtmr12	mtmr12_ENSDARG00000059817	5	6	11	10	7	2	1	1	0.9	0.9	1	4	5	5	5	4	7	8
ENSDARG00000059818	kif5ab	kif5ab_ENSDARG00000059818	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.4	2	3	4
ENSDARG00000059824	soat2	soat2_ENSDARG00000059824	0	0	0	0	0	0	0	0	0.7	0.6	2	4	4	1	4	1	0.9	1
ENSDARG00000059826	crtac1a	crtac1a_ENSDARG00000059826	0	0	0	0	0	0.4	0.5	0	0.4	2	5	1	0.8	3	0.8	1	2	5
ENSDARG00000059832	adgrb3	adgrb3_ENSDARG00000059832	0.5	0.9	3	3	2	0.7	0.3	0	0.2	0.2	0.3	0.7	1	2	4	10	9	10
ENSDARG00000059835	zfyve27	zfyve27_ENSDARG00000059835	6	6	7	7	6	10	11	12	7	7	6	6	7	6	6	6	8	7
ENSDARG00000059836	ddit3	ddit3_ENSDARG00000059836	0	0	0	0	0.8	2	3	7	4	4	3	4	5	3	7	22	28	33
ENSDARG00000059838	myom3	myom3_ENSDARG00000059838	0.1	0	0.1	0.1	0.2	0.2	0.3	0.3	0.2	0.3	3	7	7	8	5	6	5	6
ENSDARG00000059841	exosc1	exosc1_ENSDARG00000059841	2	7	17	24	23	26	29	34	36	29	32	26	25	20	23	21	42	64
ENSDARG00000059843	fam135a	fam135a_ENSDARG00000059843	11	15	30	30	19	8	6	8	11	8	9	9	7	9	7	7	8	8
ENSDARG00000059846	epg5	epg5_ENSDARG00000059846	0.3	0.6	2	3	2	0.5	0.3	0.5	0.5	0.5	0.6	0.6	0.6	1	1	1	3	2
ENSDARG00000059850	slc35f3b	slc35f3b_ENSDARG00000059850	5	7	7	7	6	3	1	0	0.6	0.6	0.6	0	0	0	0	0	0	0.8
ENSDARG00000059853	MANBAL	MANBAL_ENSDARG00000059853	50	63	37	49	54	51	45	34	26	23	18	14	13	14	14	12	12	11
ENSDARG00000059854	CABZ01041604.1	CABZ01041604.1_ENSDARG00000059854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4
ENSDARG00000059855	wdr66	wdr66_ENSDARG00000059855	0	0	0.5	0.2	0.2	0.2	0	0.3	1	2	1	1	0.6	0.3	0.4	0.5	0.5	0.3
ENSDARG00000059856	alkbh2	alkbh2_ENSDARG00000059856	7	11	10	9	2	0.7	0.3	0.7	4	2	2	2	2	3	3	3	2	3
ENSDARG00000059857	blvra	blvra_ENSDARG00000059857	5	8	8	6	5	3	3	4	6	6	10	7	6	4	2	1	1	0.8
ENSDARG00000059858	pappab	pappab_ENSDARG00000059858	0.3	0.9	2	2	0.9	0.7	0.7	0.8	0.4	0.2	0.2	0.3	0.2	0	0	0.1	0.3	0.5
ENSDARG00000059866	cactin	cactin_ENSDARG00000059866	49	48	38	35	52	62	67	51	36	31	27	19	15	16	12	9	8	8
ENSDARG00000059870	clk2b	clk2b_ENSDARG00000059870	47	20	57	45	28	18	21	21	19	16	14	11	11	12	7	7	6	5
ENSDARG00000059871	shrprbck1r	shrprbck1r_ENSDARG00000059871	8	7	11	12	5	2	1	3	6	3	4	3	4	3	3	4	6	8
ENSDARG00000059883	trpv1	trpv1_ENSDARG00000059883	0	0	0	0	0	0	0	0	0	0	0.5	0.9	0.6	0.5	0.8	1	1	1
ENSDARG00000059885	frmd3	frmd3_ENSDARG00000059885	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0.3	1	0.8	0.9
ENSDARG00000059886	fam222ba	fam222ba_ENSDARG00000059886	22	18	12	11	5	2	3	3	11	9	9	9	10	12	14	11	10	11
ENSDARG00000059887	eral1	eral1_ENSDARG00000059887	4	5	12	12	9	4	5	5	9	7	7	6	4	4	3	4	5	7
ENSDARG00000059888	CR762469.1	CR762469.1_ENSDARG00000059888	25	35	46	34	11	2	0.9	0.5	0.9	0.5	0.9	1	0.8	1	1	0.8	1	1
ENSDARG00000059891	CU633832.1	CU633832.1_ENSDARG00000059891	1	2	4	4	3	2	0.5	0.6	0	0	0	0	0	0	0	1	2	2
ENSDARG00000059897	ntrk2a	ntrk2a_ENSDARG00000059897	0	0	0.2	0.5	0.3	0.6	2	5	0.5	0.4	1	2	2	2	2	5	5	6
ENSDARG00000059900	tbc1d9	tbc1d9_ENSDARG00000059900	6	9	24	26	16	8	4	3	0.7	0.4	0.5	0.9	1	1	2	3	4	5
ENSDARG00000059902	vps16	vps16_ENSDARG00000059902	6	8	22	20	20	19	14	5	7	8	10	10	9	11	10	12	11	11
ENSDARG00000059903	hs3st3l	hs3st3l_ENSDARG00000059903	0	0	0	0	0	0	0	0	0	0.6	1	2	2	3	2	7	7	6
ENSDARG00000059906	sdc4	sdc4_ENSDARG00000059906	7	10	63	75	122	142	118	94	70	83	94	87	81	61	57	62	53	54
ENSDARG00000059908	si:ch211-217k17.7	si:ch211-217k17.7_ENSDARG00000059908	18	23	80	104	82	78	86	109	127	115	88	56	34	27	21	20	20	35
ENSDARG00000059911	bbs7	bbs7_ENSDARG00000059911	0.8	3	6	6	4	2	2	3	9	10	8	6	6	6	5	6	5	5
ENSDARG00000059914	sdr42e2	sdr42e2_ENSDARG00000059914	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0.5	1	1	0.5	0.6
ENSDARG00000059916	hyal1	hyal1_ENSDARG00000059916	0	0.5	0.9	0.7	0.5	0.2	0.5	1	1	1	1	1	0.9	0.6	0.5	1	2	2
ENSDARG00000059917	ccnj	ccnj_ENSDARG00000059917	6	7	13	16	3	0.7	0.4	0.5	0.7	0.9	1	0.9	1	1	0.6	0.2	0.2	0.3
ENSDARG00000059919	zgc:162613	zgc:162613_ENSDARG00000059919	0.4	0.6	5	6	5	2	0.9	1	3	3	4	3	3	4	3	3	3	2
ENSDARG00000059923	slc25a47a	slc25a47a_ENSDARG00000059923	0	0	0	0	0.1	0.1	0.4	0.4	0.1	0.2	0.4	0.1	0.1	0.4	0.4	1	2	4
ENSDARG00000059925	usp24	usp24_ENSDARG00000059925	0.9	2	8	9	9	7	4	3	6	6	6	6	5	5	3	4	5	5
